,div,curl
0,0.0004388109794530989,0.00017032913613305954
1,0.00020359269291811235,0.00016411986803366695
2,0.00020359269291811237,0.00016411986803366706
3,0.00043881097945309885,0.0001703291361330595
4,0.00043881099942668966,0.0001703291468120699
5,6.059215073210172e-05,1.104438823658497e-05
6,0.00013968847871765063,8.394115116146365e-05
7,0.00013968847871765057,8.394115116146362e-05
8,6.059215073210172e-05,1.1044388236584894e-05
9,0.00043881099942668966,0.00017032914681206984
10,0.00020359263233905812,0.000164119901259534
11,0.00013968852795896014,8.394115237001866e-05
12,0.00040376610111029576,9.427152637024723e-05
13,0.00040376610111029576,9.427152637024719e-05
14,0.00013968852795896017,8.394115237001872e-05
15,0.00020359263233905815,0.000164119901259534
16,0.00020359263233905815,0.00016411990125953391
17,0.00013968852795896006,8.394115237001876e-05
18,0.00040376610111029544,9.427152637024709e-05
19,0.0004037661011102955,9.427152637024719e-05
20,0.00013968852795896011,8.394115237001872e-05
21,0.0002035926323390582,0.00016411990125953391
22,0.00043881099942668977,0.00017032914681206981
23,6.059215073210181e-05,1.1044388236585002e-05
24,0.00013968847871765052,8.394115116146364e-05
25,0.00013968847871765046,8.39411511614636e-05
26,6.0592150732101814e-05,1.1044388236584977e-05
27,0.0004388109994266897,0.00017032914681206987
28,0.00043881097945309885,0.0001703291361330595
29,0.00020359269291811243,0.00016411986803366706
30,0.00020359269291811245,0.00016411986803366698
31,0.000438810979453099,0.00017032913613305954
32,0.0003871097820711075,7.785139699992245e-05
33,0.00019872958458356943,8.065175810815826e-05
34,0.00019872958458356935,8.065175810815832e-05
35,0.0003871097820711074,7.78513969999224e-05
36,0.0005856176387298245,6.442163398327422e-06
37,4.478117428777819e-06,7.458580911282677e-05
38,0.00028940436374142483,7.44559615740334e-05
39,0.0004083634088999186,0.00010436923430864003
40,0.00040836340889991856,0.00010436923430864
41,0.0002894043637414251,7.445596157403346e-05
42,4.47811742877789e-06,7.458580911282674e-05
43,0.0005856176387298243,6.442163398327447e-06
44,4.478105044841979e-06,7.458577795931605e-05
45,0.00038384332378876764,4.8897223979002374e-05
46,0.0005373534868127191,1.7593624048275968e-05
47,0.0006569461642592235,2.59378138940529e-05
48,0.0006569461642592236,2.5937813894052905e-05
49,0.0005373534868127191,1.7593624048275873e-05
50,0.00038384332378876753,4.889722397900239e-05
51,4.478105044841995e-06,7.458577795931605e-05
52,0.00038710979746164756,7.785139916280974e-05
53,0.0002894043534311883,7.44559434842784e-05
54,0.0005373534910449724,1.7593623607275467e-05
55,0.0007373061775207743,2.0551787036427746e-05
56,0.0008834426481640019,2.886031904960009e-05
57,0.0008834426481640018,2.8860319049600095e-05
58,0.0007373061775207742,2.0551787036427732e-05
59,0.0005373534910449723,1.7593623607275545e-05
60,0.0002894043534311883,7.445594348427833e-05
61,0.00038710979746164767,7.78513991628097e-05
62,0.00019872969862593307,8.065168437849586e-05
63,0.00040836339856021003,0.00010436923561723578
64,0.0006569462238451435,2.5937749352249593e-05
65,0.0008834426607846714,2.886031700603208e-05
66,0.0010133480006383167,4.894021828289123e-06
67,0.0010133480006383167,4.894021828289126e-06
68,0.0008834426607846716,2.8860317006032106e-05
69,0.0006569462238451434,2.5937749352249596e-05
70,0.0004083633985602101,0.00010436923561723573
71,0.00019872969862593304,8.06516843784959e-05
72,0.00019872969862593304,8.065168437849596e-05
73,0.00040836339856021,0.00010436923561723563
74,0.0006569462238451436,2.5937749352249647e-05
75,0.0008834426607846712,2.886031700603216e-05
76,0.0010133480006383165,4.894021828289124e-06
77,0.0010133480006383167,4.894021828289145e-06
78,0.0008834426607846716,2.886031700603213e-05
79,0.0006569462238451438,2.593774935224962e-05
80,0.00040836339856021,0.00010436923561723575
81,0.000198729698625933,8.065168437849596e-05
82,0.0003871097974616475,7.785139916280957e-05
83,0.0002894043534311884,7.445594348427828e-05
84,0.0005373534910449727,1.7593623607275474e-05
85,0.000737306177520774,2.05517870364278e-05
86,0.000883442648164002,2.8860319049600048e-05
87,0.0008834426481640018,2.886031904960013e-05
88,0.0007373061775207741,2.0551787036427814e-05
89,0.0005373534910449723,1.7593623607275467e-05
90,0.00028940435343118834,7.445594348427834e-05
91,0.00038710979746164745,7.785139916280959e-05
92,4.478105044841945e-06,7.458577795931605e-05
93,0.0003838433237887675,4.889722397900237e-05
94,0.000537353486812719,1.7593624048275965e-05
95,0.0006569461642592237,2.5937813894052915e-05
96,0.0006569461642592237,2.5937813894052915e-05
97,0.000537353486812719,1.7593624048275866e-05
98,0.0003838433237887677,4.889722397900234e-05
99,4.478105044841942e-06,7.45857779593161e-05
100,0.0005856176387298242,6.44216339832752e-06
101,4.478117428777802e-06,7.458580911282678e-05
102,0.00028940436374142494,7.445596157403347e-05
103,0.00040836340889991866,0.00010436923430864005
104,0.00040836340889991866,0.00010436923430863994
105,0.0002894043637414247,7.445596157403346e-05
106,4.478117428777834e-06,7.458580911282675e-05
107,0.0005856176387298242,6.442163398327486e-06
108,0.0003871097820711074,7.785139699992235e-05
109,0.0001987295845835694,8.065175810815825e-05
110,0.00019872958458356938,8.065175810815825e-05
111,0.0003871097820711074,7.785139699992246e-05
112,0.0003823051814358975,6.393919138926107e-05
113,8.679767121571675e-05,7.139628184302741e-05
114,7.951987413041587e-05,0.00011315953569787237
115,7.951987413041595e-05,0.00011315953569787224
116,8.67976712157168e-05,7.139628184302738e-05
117,0.00038230518143589744,6.39391913892611e-05
118,1.7270669742373555e-05,3.250306515436108e-05
119,0.00031649093982673645,4.287426501054639e-05
120,0.00044094546544871656,2.1075477288361015e-05
121,0.0005089737793659667,2.3639310448429667e-05
122,0.0005089737793659667,2.3639310448429637e-05
123,0.00044094546544871645,2.107547728836107e-05
124,0.0003164909398267365,4.287426501054639e-05
125,1.727066974237364e-05,3.2503065154361145e-05
126,1.7270633919410267e-05,3.25030214426072e-05
127,0.0003869964097767606,4.732969459258394e-05
128,0.0006728612184227919,1.468370091036438e-05
129,0.0009619551162486287,1.3524896726698255e-05
130,0.0011071359513091035,8.619374147081437e-06
131,0.0011071359513091037,8.61937414708143e-06
132,0.0009619551162486286,1.3524896726698238e-05
133,0.0006728612184227921,1.4683700910364384e-05
134,0.0003869964097767607,4.7329694592583964e-05
135,1.7270633919410338e-05,3.250302144260723e-05
136,0.0003823050741163733,6.393924718966355e-05
137,0.0003164909537150773,4.287427806340463e-05
138,0.0006728611991940033,1.468369283300365e-05
139,0.001109711891153696,4.7138459444043865e-06
140,0.0013546424465687135,5.896704281115146e-06
141,0.0014699887121646987,7.810458280023676e-06
142,0.0014699887121646987,7.810458280023647e-06
143,0.0013546424465687135,5.896704281115145e-06
144,0.0011097118911536957,4.713845944404365e-06
145,0.0006728611991940032,1.4683692833003657e-05
146,0.0003164909537150774,4.287427806340461e-05
147,0.00038230507411637324,6.393924718966357e-05
148,8.679761605224707e-05,7.139632698721348e-05
149,0.0004409455387829323,2.1075432601703213e-05
150,0.0009619551360124436,1.3524894364719495e-05
151,0.001354642400943128,5.896728499306132e-06
152,0.0014934308808969925,1.2944808552393828e-05
153,0.0015472779602070806,2.2008932102154873e-05
154,0.0015472779602070808,2.2008932102154867e-05
155,0.0014934308808969923,1.2944808552393836e-05
156,0.0013546424009431282,5.896728499306128e-06
157,0.0009619551360124437,1.35248943647195e-05
158,0.0004409455387829323,2.107543260170319e-05
159,8.679761605224705e-05,7.13963269872135e-05
160,7.951976309779861e-05,0.0001131595302992826
161,0.0005089738378787341,2.3639323730865606e-05
162,0.0011071360317868012,8.619398583036619e-06
163,0.0014699886639263097,7.810434005172925e-06
164,0.0015472778851225361,2.200892091705273e-05
165,0.0015420544587688594,1.8049687310186486e-05
166,0.0015420544587688594,1.8049687310186517e-05
167,0.0015472778851225357,2.200892091705272e-05
168,0.0014699886639263093,7.810434005172925e-06
169,0.0011071360317868012,8.619398583036612e-06
170,0.0005089738378787341,2.363932373086553e-05
171,7.951976309779864e-05,0.00011315953029928255
172,7.95197630977986e-05,0.00011315953029928264
173,0.0005089738378787343,2.36393237308655e-05
174,0.001107136031786801,8.619398583036625e-06
175,0.001469988663926309,7.810434005172915e-06
176,0.0015472778851225364,2.2008920917052692e-05
177,0.0015420544587688597,1.8049687310186496e-05
